step,type,amount,isFraud,sender_txn_count_before,sender_avg_amount_before,receiver_txn_count_before,receiver_avg_amount_before,sender_amount_vs_avg,receiver_amount_vs_avg,sender_txn_count_recent,receiver_txn_count_recent,sender_amount_recent,receiver_amount_recent,sender_old_balance,receiver_old_balance,sender_balance_to_amount,receiver_balance_to_amount,sender_zero_balance,receiver_zero_balance,ml_fraud_probability,risk_score,risk_level,recommended_action,behavior_score,ml_probability_percent
1,TRANSFER,679502.25,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,290.0,171866.0,0.0004267829871056,0.2529292581444726,0,0,0.013167813026603607,17.79,LOW,ALLOW,17.0,1.32
1,TRANSFER,177652.9,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,23720.0,55.0,0.1335187839067507,0.0003095924584684,0,0,0.03804507740589392,19.28,LOW,ALLOW,17.0,3.8
1,PAYMENT,5443.26,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,236997.0,0.0,43.53953516910428,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,244.87,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,257978.484375,0.0,1053.5324438240757,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,8281.57,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,257733.625,0.0,31.121347193174604,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,1175.59,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,20509.0,0.0,17.44570861974742,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,1097.74,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,24866.0,0.0,22.651994298477675,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,TRANSFER,184986.8,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,39588.0,52340.0,0.2140044623117105,0.2829391117862719,0,0,0.013156269903944926,17.79,LOW,ALLOW,17.0,1.32
1,PAYMENT,1718.29,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,117811.0,0.0,68.56293019325058,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,3671.32,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,100094.0,0.0,27.263762934384964,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,DEBIT,3580.26,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,2565.0,21185.0,0.716428413859225,5.917168010763229,0,0,0.01940519700018094,16.16,LOW,ALLOW,15.0,1.94
1,PAYMENT,8550.9,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,40060.0,0.0,4.684886756945597,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,9753.55,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,60829.0,0.0,6.23660115733104,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,3026.98,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,31139.0,0.0,10.287150956042298,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,CASH_OUT,467177.03,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,28112.01953125,975121.0,0.0601742330012077,2.0872622898238857,0,0,0.006830227888398714,18.41,LOW,ALLOW,18.0,0.68
1,DEBIT,3875.99,0,0,0.0,2,160062.91015625,0.0,0.0242154162163534,0,2,0,320125.8203125,259138.0,608925.8125,66.85724180219835,157.1020085279372,0,0,0.0,0.0,LOW,ALLOW,0.0,0.0
1,PAYMENT,2148.89,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,31213.0,0.0,14.52517418775342,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,466.97,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,80030.0,0.0,171.38145874637368,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,CASH_OUT,154139.72,0,0,0.0,1,330757.03125,0.0,0.4660209887828348,0,1,0,330757.03125,79563.03125,410433.03125,0.5161747529787808,2.662733749473641,0,0,0.006615576020244821,18.4,LOW,ALLOW,18.0,0.66
1,CASH_OUT,82685.93,0,0,0.0,2,242352.21875,0.0,0.3411808239841006,0,2,0,484704.4375,0.0,833216.4375,0.0,10.076882979353632,1,0,9.906724811910417e-05,11.01,LOW,ALLOW,11.0,0.01
1,CASH_OUT,83857.23,0,0,0.0,1,5758.58984375,0.0,14.56211135674356,0,1,0,5758.58984375,0.0,215457.59375,0.0,2.5693384169987588,1,0,0.0,26.0,LOW,ALLOW,26.0,0.0
1,CASH_OUT,99109.77,0,0,0.0,2,44807.908203125,0.0,2.211881281942724,0,2,0,89615.81640625,0.0,299314.8125,0.0,3.020033263306288,1,0,0.0,11.0,LOW,ALLOW,11.0,0.0
1,CASH_OUT,187726.67,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,190573.0,0.0,1.0151620869670308,1,0,0.01887955146705673,12.13,LOW,ALLOW,11.0,1.89
1,CASH_OUT,281339.9,0,0,0.0,3,108000.6034342448,0.0,2.60498457697314,0,3,0,324001.8103027344,0.0,612801.8125,0.0,2.1781546054666747,1,0,9.906724811910417e-05,11.01,LOW,ALLOW,11.0,0.01
1,CASH_OUT,186447.52,0,0,0.0,6,827003.3294270834,0.0,0.2254495344706336,0,6,0,4962019.9765625,0.0,5862200.0,0.0,31.44155598077576,1,0,0.0,11.0,LOW,ALLOW,11.0,0.0
1,CASH_OUT,81029.86,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,105343.0,0.0,1.3000516206313606,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,139054.95,0,0,0.0,1,78766.03125,0.0,1.7654177939173494,0,1,0,78766.03125,0.0,182538.03125,0.0,1.3127042737263157,1,0,0.00034094794366995996,11.02,LOW,ALLOW,11.0,0.03
1,CASH_OUT,154716.2,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,187433.0,0.0,1.2114632870648143,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,53631.83,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,83244.0,0.0,1.55213802904467,1,0,0.008690256418873697,11.52,LOW,ALLOW,11.0,0.87
1,CASH_OUT,289645.53,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,871442.8125,0.0,3.0086527098801907,1,0,0.005761363538096384,11.35,LOW,ALLOW,11.0,0.58
1,CASH_OUT,267148.8,0,0,0.0,1,212228.34375,0.0,1.2587800845993269,0,1,0,212228.34375,0.0,641975.375,0.0,2.403062806053087,1,0,0.00044001519178906416,11.03,LOW,ALLOW,11.0,0.04
1,CASH_OUT,47913.58,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,51304.0,0.0,1.070761191455058,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,193605.38,0,0,0.0,1,4874.490234375,0.0,39.71807628922736,0,1,0,4874.490234375,0.0,249452.046875,0.0,1.2884562056967686,1,0,0.0,26.0,LOW,ALLOW,26.0,0.0
1,CASH_OUT,344464.4,0,0,0.0,3,305168.8541666667,0.0,1.128766587896523,0,3,0,915506.5625,0.0,1133312.5,0.0,3.290071425195328,1,0,9.906724811910417e-05,11.01,LOW,ALLOW,11.0,0.01
1,CASH_OUT,169409.88,0,0,0.0,2,239688.578125,0.0,0.7067916056961674,0,2,0,479377.15625,0.0,909124.1875,0.0,5.3664179109984,1,0,9.906724811910417e-05,11.01,LOW,ALLOW,11.0,0.01
1,CASH_OUT,25793.74,0,0,0.0,1,82940.3125,0.0,0.3109915969315283,0,1,0,82940.3125,0.0,215312.3125,0.0,8.347463785537235,1,0,0.00034094794366995996,11.02,LOW,ALLOW,11.0,0.03
1,CASH_OUT,114712.48,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,145400.0,0.0,1.2675168766039169,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,89038.75,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,189808.0,0.0,2.1317460094621725,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,1341.58,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,80341.0,0.0,59.88536101587748,1,0,0.008527888059813464,11.51,LOW,ALLOW,11.0,0.85
1,CASH_OUT,44443.08,0,0,0.0,7,735495.3560267857,0.0,0.0604260485954468,0,7,0,5148467.4921875,0.0,6048647.5,0.0,136.09875272337473,1,0,0.0,11.0,LOW,ALLOW,11.0,0.0
1,CASH_OUT,34729.64,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,44853.0,0.0,1.2914904730604306,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,105979.34,0,0,0.0,1,176149.90625,0.0,0.6016429188420304,0,1,0,176149.90625,0.0,435962.90625,0.0,4.113659236071652,1,0,0.00034094794366995996,11.02,LOW,ALLOW,11.0,0.03
1,CASH_OUT,57794.61,0,0,0.0,1,47913.578125,0.0,1.20622611870526,0,1,0,47913.578125,0.0,99217.578125,0.0,1.7167272034183552,1,0,0.004183102708256825,11.25,LOW,ALLOW,11.0,0.42
1,CASH_OUT,15918.79,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,24553.0,0.0,1.5423910950361397,1,0,0.008637593361735882,11.52,LOW,ALLOW,11.0,0.86
1,CASH_OUT,19162.08,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,60169.0,0.0,3.1400035776224304,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,220691.42,0,0,0.0,8,649113.8212890625,0.0,0.3399887887716413,0,8,0,5192910.5703125,0.0,6093090.5,0.0,27.609095307071502,1,0,0.0,16.0,LOW,ALLOW,16.0,0.0
1,CASH_OUT,9536.54,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,49161.0,0.0,5.155014271279967,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,29784.06,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,63553.0,0.0,2.133792331639216,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,190445.52,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,203679.0,0.0,1.0694869833588396,1,0,0.00566229628997728,11.34,LOW,ALLOW,11.0,0.57
1,CASH_OUT,57279.11,0,0,0.0,1,56953.8984375,0.0,1.0057100733474265,0,1,0,56953.8984375,0.0,127206.8984375,0.0,2.2208253554483623,1,0,0.00034094794366995996,11.02,LOW,ALLOW,11.0,0.03
1,CASH_OUT,112086.81,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,292728.0,0.0,2.6116185612825773,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,80311.89,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,87408.0,0.0,1.0883568960931804,1,0,0.015326062164246217,11.92,LOW,ALLOW,11.0,1.53
1,CASH_OUT,151829.9,0,0,0.0,1,289645.53125,0.0,0.524192124058534,0,1,0,289645.53125,0.0,1161088.25,0.0,7.64729610046769,1,0,0.00044001519178906416,11.03,LOW,ALLOW,11.0,0.04
1,CASH_OUT,26004.52,0,0,0.0,1,11996.580078125,0.0,2.167661063561572,0,1,0,11996.580078125,0.0,52251.578125,0.0,2.0093268042198797,1,0,0.004183102708256825,11.25,LOW,ALLOW,11.0,0.42
1,CASH_OUT,3146.16,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,9471.0,0.0,3.0103364941962125,1,0,0.03494503254927808,13.1,LOW,ALLOW,11.0,3.49
1,CASH_OUT,296752.75,0,0,0.0,1,112086.8125,0.0,2.647525996869614,0,1,0,112086.8125,0.0,404814.8125,0.0,1.364148478826228,1,0,0.00034094794366995996,11.02,LOW,ALLOW,11.0,0.03
1,CASH_OUT,191702.06,0,0,0.0,1,11648.5,0.0,16.45723161780487,0,1,0,11648.5,0.0,272624.5,0.0,1.4221260660667123,1,0,0.0,26.0,LOW,ALLOW,26.0,0.0
1,CASH_OUT,365510.06,0,0,0.0,2,242448.375,0.0,1.5075789330409,0,2,0,484896.75,0.0,564572.75,0.0,1.5446161622431394,1,0,0.0008552434780419153,11.05,LOW,ALLOW,11.0,0.09
1,CASH_OUT,202332.08,0,0,0.0,1,154716.203125,0.0,1.3077626909027082,0,1,0,154716.203125,0.0,342149.1875,0.0,1.6910278917247197,1,0,0.00034094794366995996,11.02,LOW,ALLOW,11.0,0.03
1,CASH_OUT,55105.9,0,0,0.0,1,311685.875,0.0,0.1767994729870258,0,1,0,311685.875,0.0,317952.875,0.0,5.769851939908316,1,0,0.007993712314877418,11.48,LOW,ALLOW,11.0,0.8
1,CASH_OUT,171508.6,0,0,0.0,2,99239.9326171875,0.0,1.7282215860785075,0,2,0,198479.865234375,0.0,443057.4375,0.0,2.5832958443226697,1,0,0.0,11.0,LOW,ALLOW,11.0,0.0
1,CASH_OUT,178439.27,0,0,0.0,1,89038.75,0.0,2.004063013294773,0,1,0,89038.75,0.0,278846.75,0.0,1.5626983725992905,1,0,0.00034094794366995996,11.02,LOW,ALLOW,11.0,0.03
1,CASH_OUT,88834.86,0,0,0.0,2,101675.28125,0.0,0.8737114693252939,0,2,0,203350.5625,0.0,464326.5625,0.0,5.226850875509702,1,0,0.0,11.0,LOW,ALLOW,11.0,0.0
1,CASH_OUT,210370.1,0,0,0.0,1,467177.03125,0.0,0.450300592019955,0,1,0,467177.03125,0.0,1442298.0,0.0,6.856003029185321,1,0,0.00044001519178906416,11.03,LOW,ALLOW,11.0,0.04
1,CASH_OUT,36437.06,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,154606.0,0.0,4.243097713340653,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,82691.56,0,0,0.0,1,5346.89013671875,0.0,15.465356569070204,0,1,0,5346.89013671875,0.0,657983.875,0.0,7.957086008623915,1,0,9.906724811910417e-05,26.01,LOW,ALLOW,26.0,0.01
1,CASH_OUT,338767.1,0,0,0.0,2,178524.140625,0.0,1.8975982327320051,0,2,0,357048.28125,0.0,544481.25,0.0,1.6072436197177136,1,0,0.0008552434780419153,11.05,LOW,ALLOW,11.0,0.09
1,CASH_OUT,187728.6,0,0,0.0,1,190445.515625,0.0,0.9857338626951458,0,1,0,190445.515625,0.0,394124.5,0.0,2.0994377687868875,1,0,0.00034094794366995996,11.02,LOW,ALLOW,11.0,0.03
1,CASH_OUT,271002.7,0,0,0.0,1,679502.25,0.0,0.3988252982238101,0,1,0,679502.25,0.0,851368.25,0.0,3.1415491036412693,1,0,0.00044001519178906416,11.03,LOW,ALLOW,11.0,0.04
1,CASH_OUT,323105.1,0,0,0.0,1,187726.671875,0.0,1.721146444044687,0,1,0,187726.671875,0.0,378299.65625,0.0,1.1708254173878991,1,0,0.00034094794366995996,11.02,LOW,ALLOW,11.0,0.03
1,CASH_OUT,10782.94,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,100585.0,0.0,9.328160593660542,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,89962.11,0,0,0.0,2,52854.09375,0.0,1.7020840391384064,0,2,0,105708.1875,0.0,157012.1875,0.0,1.7453146506992965,1,0,0.0,11.0,LOW,ALLOW,11.0,0.0
1,CASH_OUT,101940.14,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,105362.0,0.0,1.0335673401470746,1,0,0.008622598176389053,11.52,LOW,ALLOW,11.0,0.86
1,CASH_OUT,163100.34,0,0,0.0,3,216262.34375,0.0,0.7541781935857708,0,3,0,648787.03125,0.0,1078534.0,0.0,6.6127021881276695,1,0,9.906724811910417e-05,11.01,LOW,ALLOW,11.0,0.01
1,CASH_OUT,136030.66,0,0,0.0,1,53631.828125,0.0,2.536379254739417,0,1,0,53631.828125,0.0,136875.828125,0.0,1.0062130985639497,1,0,0.013603464361063147,11.82,LOW,ALLOW,11.0,1.36
1,CASH_OUT,68912.23,0,0,0.0,1,184986.796875,0.0,0.3725251084220115,0,1,0,184986.796875,0.0,237326.796875,0.0,3.443899707111572,1,0,0.00034094794366995996,11.02,LOW,ALLOW,11.0,0.03
1,CASH_OUT,73464.06,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,444779.0,0.0,6.054375225982092,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,106117.28,0,0,0.0,1,229133.9375,0.0,0.4631233697103468,0,1,0,229133.9375,0.0,234216.9375,0.0,2.207151698018083,1,0,0.00034094794366995996,11.02,LOW,ALLOW,11.0,0.03
1,CASH_OUT,503333.78,0,0,0.0,3,97395.140625,0.0,5.167955793482381,0,3,0,292185.421875,0.0,553161.4375,0.0,1.098995255447103,1,0,0.0013807786317142242,21.08,LOW,ALLOW,21.0,0.14
1,CASH_OUT,71991.42,0,0,0.0,1,1341.5799560546875,0.0,53.66167074134892,0,1,0,1341.5799560546875,0.0,81682.578125,0.0,1.1346154305276388,1,0,0.010485007340585616,26.63,LOW,ALLOW,26.0,1.05
1,CASH_OUT,91379.93,0,0,0.0,4,202971.84375,0.0,0.450209881327444,0,4,0,811887.375,0.0,1241634.375,0.0,13.587604841086293,1,0,9.906724811910417e-05,11.01,LOW,ALLOW,11.0,0.01
1,CASH_OUT,26759.05,0,0,0.0,2,189087.0546875,0.0,0.1415170955276345,0,2,0,378174.109375,0.0,581853.125,0.0,21.74416162054982,1,0,0.0,11.0,LOW,ALLOW,11.0,0.0
1,CASH_OUT,128487.35,0,0,0.0,2,255415.8828125,0.0,0.5030515336308281,0,2,0,510831.765625,0.0,701404.75,0.0,5.458940054957988,1,0,9.906724811910417e-05,11.01,LOW,ALLOW,11.0,0.01
1,CASH_OUT,252908.88,0,0,0.0,1,419801.40625,0.0,0.6024488513728031,0,1,0,419801.40625,0.0,919763.375,0.0,3.636738232298096,1,0,0.00044001519178906416,11.03,LOW,ALLOW,11.0,0.04
1,CASH_OUT,64489.64,0,0,0.0,3,62908.52994791666,0.0,1.0251334863235937,0,3,0,188725.58984375,0.0,398424.59375,0.0,6.178117754862275,1,0,0.0,11.0,LOW,ALLOW,11.0,0.0
1,CASH_OUT,171369.73,0,0,0.0,2,475252.46875,0.0,0.3605867315655054,0,2,0,950504.9375,0.0,1122371.0,0.0,6.549412030621291,1,0,9.906724811910417e-05,11.01,LOW,ALLOW,11.0,0.01
1,PAYMENT,4493.29,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,8258.0,0.0,1.8378515360034464,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,12121.5,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,97058.0,0.0,8.007094831497753,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,2278.19,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,290.0,0.0,0.1272940393288686,0.0,0,1,0.00547727971650937,20.33,LOW,ALLOW,20.0,0.55
1,PAYMENT,7707.44,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,99827.0,0.0,12.952030863543284,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,4013.02,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,92119.5625,0.0,22.955171429909846,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,5775.15,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,132329.0,0.0,22.913517785278,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,4843.93,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,51718.0,0.0,10.676867362494278,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,2397.82,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,20421.0,0.0,8.516485565145995,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,4391.44,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,228.0,0.0,0.0519191889316807,0.0,0,1,0.00618350222389134,20.37,LOW,ALLOW,20.0,0.62
1,DEBIT,4497.87,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,107388.0,19053.0,23.875300353748163,4.236004932021862,0,0,0.00021100332771807755,0.01,LOW,ALLOW,0.0,0.02
1,PAYMENT,7452.89,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,102397.0,0.0,13.739233790058504,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,3930.81,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,6032.0,0.0,1.5345437480024031,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,CASH_OUT,71532.24,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,2101.18994140625,74956.0,0.0293740259937416,1.0478631412604915,0,0,0.00032724905379444383,18.02,LOW,ALLOW,18.0,0.03
1,CASH_OUT,61159.51,0,0,0.0,2,167625.609375,0.0,0.3648578039285651,0,2,0,335251.21875,0.0,340334.21875,0.0,5.564698101500079,1,0,0.0,11.0,LOW,ALLOW,11.0,0.0
1,CASH_OUT,12401.9,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,349763.0,0.0,28.202371328864828,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,32702.61,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,253053.0,0.0,7.738006380415936,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,PAYMENT,6926.67,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,152927.0,0.0,22.07799732408842,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,893.57,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,10676.0,0.0,11.947580953359338,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,TRANSFER,480222.5,0,0,0.0,3,373958.2239583333,0.0,1.2841608212726636,0,3,0,1121874.671875,11110.0,1293740.625,0.0231351092462348,2.694044167026743,0,0,0.0,17.0,LOW,ALLOW,17.0,0.0
1,PAYMENT,3608.41,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,11150.0,0.0,3.090003705671572,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,5946.79,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,7541.58984375,0.0,1.2681782599035425,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,6099.96,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,42133.0,0.0,6.907094516981813,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,372.34,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,65254.0,0.0,175.25380201374708,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,4635.18,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,6313782.0,0.0,1362.1438133062056,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,1267.97,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,6309147.0,0.0,4975.785819676314,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,6911.99,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,6307879.0,0.0,912.5995243207076,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,1795.67,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,6300967.0,0.0,3508.9781785054365,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,3199.06,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,6299171.0,0.0,1969.0693155567087,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,10265.17,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,6295972.0,0.0,613.3334419124744,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,9029.12,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,25480.0,0.0,2.821980400005668,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,7600.57,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,50747.0,0.0,6.676736241314144,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,2057.71,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,25132.0,0.0,12.213577460911823,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,3823.08,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,10382.0,0.0,2.715611440995965,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,TRANSFER,2806.0,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,2806.0,0.0,1.0,0.0,0,1,0.9883475901078714,66.3,HIGH,STEP-UP AUTHENTICATION / REVIEW,7.0,98.83
1,CASH_OUT,2806.0,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,2806.0,26202.0,1.0,9.33784746970777,0,0,0.8341101120546756,53.05,MEDIUM,ADDITIONAL VERIFICATION,3.0,83.41
1,PAYMENT,6737.2,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,624.0,0.0,0.0926200768732027,0.0,0,1,0.00618350222389134,20.37,LOW,ALLOW,20.0,0.62
1,PAYMENT,9161.98,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,11128.0,0.0,1.21458455821378,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,1239.06,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,396386.0,0.0,319.9086252928462,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,365.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,319.0,0.0,0.873972602739726,0.0,0,1,0.00547727971650937,20.33,LOW,ALLOW,20.0,0.55
1,PAYMENT,5237.54,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,27105.0,0.0,5.175139435278035,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,2618.76,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,21867.4609375,0.0,8.350311160989932,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,339.82,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,12076.0,0.0,35.53645971315166,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,DEBIT,1393.46,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,100068.0,26446.0,71.81261234996352,18.97865797464859,0,0,0.00021100332771807755,0.01,LOW,ALLOW,0.0,0.02
1,PAYMENT,2731.37,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,17540.0,0.0,6.421685545150868,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
